cell_line_name,run_accession,tissue,disease,disease_primary,disease_secondary,disease_stage,age_at_sampling,sex,ethnicity,genomewide,promoter,cgi,cpg_shore,cpg_shelf,methylation_canyon,exon,intron,gene_body,LINE,SINE,LTR
HCT 116,SRR8633521,large_intestine,carcinoma,carcinoma,,primary,,male,Caucasian,0.58959,0.224201,0.343233,0.687711,0.857019,0.341113,0.534956,0.608444,0.590196,0.789003,0.813997,0.814773
HCT-15,SRR8633522,large_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,male,Caucasian,0.535797,0.217379,0.329244,0.602413,0.754249,0.312192,0.510772,0.554548,0.546159,0.686884,0.745216,0.717837
OCI-M1,SRR8633523,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M6)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M6",primary,62.0,,Caucasian,0.432896,0.172025,0.263384,0.493833,0.627684,0.243904,0.437694,0.461739,0.459564,0.54084,0.623067,0.564948
OCI-LY3,SRR8633524,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,primary,,,Caucasian,0.568733,0.276218,0.394504,0.601709,0.724421,0.411186,0.552581,0.573498,0.573011,0.708295,0.750084,0.755509
OE19,SRR8633525,oesophagus,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,72.0,male,Caucasian,0.49276,0.150248,0.237676,0.546529,0.717044,0.207499,0.439634,0.524349,0.502375,0.674987,0.735293,0.713294
OCUM-1,SRR8633526,stomach,carcinoma (diffuse_adenocarcinoma),carcinoma ,diffuse_adenocarcinoma,primary,38.0,female,Asian,0.332933,0.112181,0.190235,0.405079,0.542811,0.161344,0.348497,0.371917,0.36891,0.405004,0.501062,0.413586
OE33,SRR8633527,oesophagus,other (metaplasia),other ,metaplasia,primary,73.0,female,Caucasian,0.52916,0.212413,0.318023,0.592043,0.742682,0.305023,0.501551,0.554407,0.543414,0.651298,0.710829,0.676427
OE21,SRR8633528,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,74.0,male,Caucasian,0.461654,0.115003,0.205824,0.559216,0.716451,0.17396,0.411273,0.499346,0.475935,0.659201,0.73839,0.682831
HCC38,SRR8633529,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,50.0,female,Caucasian,0.477649,0.19581,0.2978,0.53951,0.68207,0.278766,0.46596,0.502565,0.496373,0.582755,0.660257,0.617945
HCC4006,SRR8633530,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,,male,Caucasian,0.432644,0.0707191,0.149692,0.54226,0.776304,0.109836,0.362469,0.474736,0.442145,0.69166,0.76021,0.71174
BT-20,SRR8633531,breast,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,74.0,female,Caucasian,0.577539,0.208764,0.328366,0.67572,0.849312,0.309944,0.520547,0.599636,0.579679,0.752107,0.808774,0.752347
BICR 18,SRR8633532,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,male,Caucasian,0.526856,0.133181,0.236395,0.628327,0.812055,0.205159,0.441315,0.551401,0.52051,0.764977,0.80494,0.80073
BICR 22,SRR8633533,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,metastasis,,male,Caucasian,0.48416,0.158729,0.264213,0.540832,0.695761,0.239493,0.459187,0.510187,0.499736,0.647789,0.713788,0.691882
BICR 31,SRR8633534,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,male,Caucasian,0.426216,0.106185,0.175072,0.484443,0.671459,0.133068,0.390847,0.473717,0.452143,0.59905,0.67487,0.602888
BICR 56,SRR8633535,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,,female,Caucasian,0.514538,0.147815,0.241987,0.574906,0.74477,0.213314,0.448991,0.539318,0.515986,0.726132,0.774352,0.751592
NCI-H460,SRR8633536,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,metastasis,,male,Caucasian,0.440529,0.111872,0.213794,0.546077,0.720541,0.187769,0.401438,0.470959,0.453009,0.636685,0.707161,0.679253
SNU-423,SRR8633537,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,40.0,male,Asian,0.407547,0.0956232,0.17262,0.489815,0.663457,0.117391,0.385016,0.460349,0.441341,0.547584,0.650321,0.548022
SNU-398,SRR8633538,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,42.0,male,Asian,0.480987,0.157305,0.25679,0.571028,0.739986,0.222195,0.451514,0.517965,0.502078,0.617374,0.673679,0.613968
SNU-407,SRR8633539,large_intestine,carcinoma,carcinoma,,metastasis,37.0,male,Asian,0.486432,0.164738,0.266086,0.554278,0.706548,0.250875,0.458296,0.515501,0.50263,0.652839,0.710148,0.688489
SNU-475,SRR8633540,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,43.0,male,Asian,0.366221,0.0867661,0.159002,0.468488,0.636712,0.110945,0.361749,0.414775,0.402465,0.487867,0.593455,0.457285
SNU-478,SRR8633541,biliary_tract,carcinoma,carcinoma,,primary,,,Asian,0.489907,0.133945,0.221537,0.560882,0.754038,0.18753,0.440662,0.529024,0.506056,0.679652,0.740888,0.705968
NCI-H446,SRR8633542,lung,carcinoma (small_cell_carcinoma),carcinoma ,small_cell_carcinoma,metastasis,61.0,male,Caucasian,0.413465,0.123853,0.218218,0.480679,0.615855,0.175173,0.398367,0.457444,0.443294,0.560837,0.650173,0.554294
SNU-46,SRR8633543,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,66.0,male,Asian,0.504271,0.105769,0.197721,0.610471,0.825742,0.153417,0.425078,0.538947,0.5068,0.773766,0.807097,0.813096
SNU-886,SRR8633544,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,57.0,male,Asian,0.370736,0.0789432,0.152729,0.446932,0.616734,0.0938583,0.356944,0.420352,0.404983,0.507628,0.616989,0.504166
MDA PCa 2b,SRR8633545,prostate,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,63.0,male,African_american,0.389697,0.141482,0.225761,0.484426,0.629389,0.200917,0.37912,0.430567,0.417818,0.513017,0.600851,0.504508
SNU-489,SRR8633546,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,54.0,male,Asian,0.419932,0.0897432,0.16833,0.505859,0.685471,0.116513,0.384052,0.459732,0.4404,0.62788,0.727454,0.638125
SNU-503,SRR8633547,large_intestine,carcinoma,carcinoma,,primary,52.0,male,Asian,0.470156,0.105415,0.19797,0.559274,0.733179,0.171014,0.400267,0.505041,0.476197,0.674052,0.734999,0.703138
OCI-AML2,SRR8633548,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M4",primary,65.0,male,Caucasian,0.46505,0.175621,0.272432,0.487452,0.630113,0.248956,0.453724,0.479678,0.477209,0.59654,0.652721,0.645323
SNU-761,SRR8633549,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,49.0,male,Asian,0.434269,0.135398,0.2267,0.513085,0.670763,0.175895,0.427268,0.477502,0.466699,0.561946,0.666352,0.554984
SNG-M,SRR8633550,endometrium,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,metastasis,52.0,female,Asian,0.604775,0.234751,0.344616,0.663306,0.83719,0.327077,0.539943,0.629545,0.607507,0.78574,0.837074,0.796508
SNU-840,SRR8633551,ovary,carcinoma (Brenner_tumour),carcinoma ,Brenner_tumour,primary,45.0,female,Asian,0.38869,0.0855588,0.162642,0.488567,0.671724,0.112281,0.370523,0.44094,0.422881,0.526777,0.642174,0.507903
KYM-1,SRR8633552,soft_tissue,rhabdomyosarcoma,rhabdomyosarcoma,,primary,1.0,,Asian,0.516729,0.230769,0.344201,0.57114,0.731271,0.314589,0.506408,0.540324,0.534801,0.61074,0.69648,0.649704
KYO-1,SRR8633553,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia),haematopoietic_neoplasm ,blast_phase_chronic_myeloid_leukaemia,primary,22.0,male,Asian,0.442372,0.155914,0.252479,0.529623,0.697905,0.215885,0.430335,0.474952,0.465836,0.583054,0.673034,0.600895
KU812,SRR8633554,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (chronic_myeloid_leukaemia, Ph_positive)",haematopoietic_neoplasm ,"chronic_myeloid_leukaemia, Ph_positive",primary,38.0,male,Asian,0.400004,0.0914936,0.162772,0.458855,0.642094,0.105676,0.363527,0.437431,0.418745,0.577002,0.650079,0.609297
KURAMOCHI,SRR8633555,ovary,carcinoma (undifferentiated_carcinoma),carcinoma ,undifferentiated_carcinoma,metastasis,,female,Asian,0.418723,0.131978,0.219094,0.475825,0.63574,0.203101,0.412421,0.458826,0.449941,0.521299,0.615742,0.515813
KYSE-180,SRR8633556,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,53.0,male,Asian,0.447584,0.120933,0.204323,0.526406,0.702027,0.184404,0.406909,0.485858,0.465699,0.596456,0.67215,0.622258
KYSE-270,SRR8633557,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,79.0,male,Asian,0.459848,0.102179,0.187983,0.526934,0.759095,0.15593,0.379792,0.493164,0.462957,0.649426,0.703645,0.681367
KYSE-140,SRR8633558,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,54.0,male,Asian,0.463666,0.139922,0.224277,0.550191,0.702087,0.203668,0.415558,0.496929,0.476932,0.598039,0.640408,0.621746
KYSE-150,SRR8633559,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,49.0,female,Asian,0.524394,0.211561,0.307061,0.592424,0.738046,0.283452,0.483974,0.547323,0.5333,0.632853,0.680406,0.648664
OAW42,SRR8633560,ovary,carcinoma,carcinoma,,metastasis,,female,Caucasian,0.564706,0.154994,0.26793,0.633377,0.831478,0.247457,0.482051,0.589226,0.560825,0.788445,0.806279,0.814108
KYSE-30,SRR8633561,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,64.0,male,Asian,0.539375,0.198535,0.30903,0.648655,0.805346,0.290798,0.48919,0.567557,0.547475,0.72378,0.794448,0.743256
KYSE-410,SRR8633562,oesophagus,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,51.0,male,Asian,0.43838,0.152213,0.242911,0.501593,0.65075,0.22237,0.416522,0.46811,0.457941,0.572218,0.637963,0.601549
OC 314,SRR8633563,ovary,carcinoma (serous_carcinoma),carcinoma ,serous_carcinoma,metastasis,39.0,female,Caucasian,0.504117,0.122183,0.20822,0.535496,0.732986,0.175188,0.433009,0.534322,0.508784,0.703197,0.753246,0.730953
PEER,SRR8633564,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,4.0,female,Caucasian,0.59115,0.229958,0.334947,0.648799,0.821108,0.335833,0.530664,0.610782,0.591447,0.801204,0.845925,0.820439
PE/CA-PJ49,SRR8633565,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,57.0,male,Caucasian,0.432837,0.117873,0.20239,0.496486,0.654162,0.172894,0.400164,0.469381,0.452443,0.570817,0.658032,0.581993
Pfeiffer,SRR8633566,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (diffuse_large_B_cell_lymphoma),lymphoid_neoplasm ,diffuse_large_B_cell_lymphoma,metastasis,,male,Caucasian,0.371324,0.152544,0.24775,0.399357,0.494433,0.245462,0.385367,0.380899,0.387444,0.453819,0.544427,0.523651
PF-382,SRR8633567,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,metastasis,6.0,female,Caucasian,0.601773,0.221812,0.317464,0.670323,0.843689,0.293796,0.523514,0.619112,0.594495,0.833317,0.841952,0.857526
PE/CA-PJ15,SRR8633568,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,45.0,male,Caucasian,0.496996,0.13846,0.23724,0.589728,0.770738,0.208371,0.434776,0.523941,0.499692,0.718845,0.766226,0.756486
PCM6,SRR8633569,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,,,Asian,0.439203,0.241969,0.340051,0.516905,0.622545,0.323532,0.487457,0.470002,0.480851,0.469273,0.584482,0.460504
PE/CA-PJ41 (clone D2),SRR8633570,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,67.0,female,Caucasian,0.361903,0.106273,0.182858,0.439682,0.606704,0.164345,0.338921,0.385755,0.375293,0.530054,0.557954,0.565737
PE/CA-PJ34 (clone C12),SRR8633571,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,60.0,male,Caucasian,0.463125,0.113796,0.207836,0.543745,0.736563,0.176937,0.413661,0.497091,0.474931,0.670136,0.738226,0.692272
SNU-119,SRR8633572,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,50.0,female,Asian,0.550704,0.116034,0.216678,0.648942,0.867351,0.180401,0.446308,0.577213,0.539788,0.863279,0.85922,0.884684
SNU-1214,SRR8633573,upper_aerodigestive_tract,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,55.0,male,Asian,0.418163,0.114858,0.203932,0.502157,0.656252,0.177845,0.398746,0.461472,0.446416,0.547201,0.635559,0.552486
SNU-1272,SRR8633574,kidney,carcinoma (clear_cell_renal_cell_carcinoma),carcinoma ,clear_cell_renal_cell_carcinoma,primary,63.0,female,Asian,0.494229,0.140673,0.238741,0.570707,0.747968,0.194769,0.441412,0.521446,0.500962,0.710142,0.762207,0.746817
SNU-16,SRR8633575,stomach,carcinoma (undifferentiated_adenocarcinoma),carcinoma ,undifferentiated_adenocarcinoma,metastasis,33.0,female,Asian,0.418003,0.109052,0.197231,0.498835,0.687802,0.161911,0.384555,0.454566,0.436402,0.598026,0.689685,0.612089
PK-45H,SRR8633576,pancreas,carcinoma,carcinoma,,primary,,,Asian,0.488992,0.12148,0.214546,0.56465,0.755845,0.172069,0.432054,0.522387,0.498863,0.717625,0.771545,0.747694
PK-1,SRR8633577,pancreas,carcinoma,carcinoma,,primary,,,Asian,0.522764,0.164013,0.278275,0.605077,0.791029,0.263688,0.475092,0.547325,0.529935,0.715136,0.775513,0.728644
SNU-1196,SRR8633578,biliary_tract,carcinoma,carcinoma,,primary,,,Asian,0.529367,0.195943,0.300166,0.583569,0.765303,0.280812,0.490526,0.55365,0.53942,0.681239,0.743142,0.678235
NUGC-3,SRR8633579,stomach,carcinoma,carcinoma,,primary,72.0,male,Asian,0.428986,0.147732,0.248633,0.49779,0.658717,0.211417,0.42885,0.464418,0.457947,0.522666,0.628874,0.545306
KNS-42,SRR8633580,central_nervous_system,glioma,glioma,,primary,16.0,male,Asian,0.371232,0.110887,0.183314,0.435251,0.583004,0.153328,0.377992,0.431061,0.419294,0.452346,0.542256,0.398337
KMS-34,SRR8633581,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,60.0,female,Asian,0.43478,0.159389,0.243699,0.470094,0.570048,0.219606,0.421983,0.456835,0.450987,0.58918,0.651701,0.616658
KNS-62,SRR8633582,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,metastasis,49.0,male,Asian,0.459529,0.1093,0.190598,0.524472,0.728026,0.173679,0.390926,0.488019,0.462738,0.674564,0.714751,0.694711
KNS-60,SRR8633583,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,55.0,male,Asian,0.407995,0.154765,0.251453,0.49261,0.613976,0.213252,0.432589,0.455824,0.453806,0.488373,0.610989,0.477109
KMS-26,SRR8633584,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,50.0,male,Asian,0.356851,0.157086,0.239383,0.396623,0.483762,0.215741,0.375411,0.387698,0.387864,0.420964,0.469432,0.422959
KMS-21BM,SRR8633585,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,62.0,male,Asian,0.323042,0.143838,0.212508,0.405921,0.530689,0.195611,0.342296,0.370146,0.364802,0.399972,0.49007,0.374122
KMS-28BM,SRR8633586,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,77.0,female,Asian,0.497011,0.201505,0.300742,0.543433,0.667999,0.286276,0.475236,0.520493,0.511317,0.665457,0.720006,0.681228
KMS-27,SRR8633587,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (plasma_cell_myeloma),lymphoid_neoplasm ,plasma_cell_myeloma,primary,52.0,male,Asian,0.501697,0.297406,0.405847,0.58013,0.662406,0.396446,0.531468,0.51872,0.528608,0.532269,0.625133,0.578158
KO52,SRR8633588,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M2",primary,46.0,male,Asian,0.520705,0.10675,0.187476,0.582661,0.822351,0.129447,0.424486,0.549216,0.514324,0.821472,0.859997,0.850494
KNS-81,SRR8633589,central_nervous_system,"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)",glioma ,"astrocytoma_Grade_IV, glioblastoma_multiforme",primary,65.0,male,Asian,0.439707,0.114231,0.212341,0.537943,0.703046,0.161321,0.415202,0.473809,0.460006,0.643169,0.726568,0.66218
TO 175.T,SRR8633590,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (Hodgkin_lymphoma),lymphoid_neoplasm ,Hodgkin_lymphoma,metastasis,29.0,male,Caucasian,0.37495,0.0575959,0.119663,0.474656,0.676438,0.0610291,0.333737,0.418446,0.395278,0.601125,0.698363,0.618872
TGBC11TKB,SRR8633591,stomach,carcinoma,carcinoma,,metastasis,,female,Asian,0.489485,0.249301,0.35242,0.499607,0.616106,0.332231,0.509344,0.511159,0.51532,0.538025,0.63489,0.562541
THP-1,SRR8633592,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M5)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M5",primary,1.0,male,Asian,0.491656,0.116909,0.209137,0.585743,0.776667,0.159562,0.431399,0.525232,0.500022,0.716359,0.760297,0.747822
HPAC,SRR8633593,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,primary,64.0,female,Caucasian,0.480761,0.175876,0.282704,0.548057,0.696142,0.269549,0.461979,0.504476,0.496381,0.648904,0.724883,0.685681
HOS,SRR8633594,bone,osteosarcoma,osteosarcoma,,primary,13.0,female,Caucasian,0.501404,0.106638,0.197696,0.586242,0.793285,0.148425,0.432832,0.534015,0.5069,0.734101,0.783733,0.760301
HOP-92,SRR8633595,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,primary,,,Caucasian,0.430821,0.142036,0.241433,0.493216,0.655054,0.227171,0.434112,0.469916,0.464189,0.543843,0.630007,0.543723
HOP-62,SRR8633596,lung,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,,,Caucasian,0.45318,0.0888912,0.175734,0.54168,0.734892,0.139192,0.405547,0.498412,0.474213,0.65517,0.737344,0.667988
HMCB,SRR8633597,skin,malignant_melanoma,malignant_melanoma,,primary,,,Caucasian,0.421659,0.140731,0.232621,0.503109,0.626561,0.185169,0.412364,0.464946,0.452566,0.551913,0.656462,0.588245
HMC-1-8,SRR8633598,breast,carcinoma,carcinoma,,metastasis,35.0,female,Asian,0.489015,0.205267,0.319711,0.569816,0.704965,0.285543,0.479119,0.518907,0.510807,0.61106,0.689979,0.644342
HLF,SRR8633599,liver,carcinoma (hepatocellular_carcinoma),carcinoma ,hepatocellular_carcinoma,primary,69.0,male,Asian,0.414938,0.138835,0.233467,0.512857,0.667902,0.184869,0.420193,0.459774,0.451811,0.511797,0.633058,0.502405
HLF-a,SRR8633600,lung,carcinoma (squamous_cell_carcinoma),carcinoma ,squamous_cell_carcinoma,primary,54.0,female,African_american,0.41064,0.0703443,0.131215,0.497385,0.700349,0.0671982,0.355992,0.452648,0.426128,0.645568,0.734666,0.670515
IGR-39,SRR8633601,skin,malignant_melanoma,malignant_melanoma,,primary,26.0,male,Caucasian,0.498924,0.129608,0.224806,0.604985,0.789995,0.189392,0.43753,0.539893,0.51212,0.698498,0.771483,0.694983
IGROV1,SRR8633602,ovary,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,47.0,female,Caucasian,0.45357,0.134855,0.232303,0.529264,0.689392,0.191513,0.421151,0.483845,0.468743,0.589309,0.643871,0.618578
IGR-1,SRR8633603,skin,malignant_melanoma,malignant_melanoma,,metastasis,42.0,male,Caucasian,0.379221,0.112407,0.198338,0.476033,0.595528,0.170416,0.367387,0.418071,0.406478,0.482415,0.592614,0.462008
IGR-37,SRR8633604,skin,malignant_melanoma,malignant_melanoma,,metastasis,26.0,male,Caucasian,0.441947,0.110765,0.198654,0.532562,0.702854,0.164881,0.39316,0.481579,0.458024,0.618945,0.693717,0.617111
HuTu 80,SRR8633605,small_intestine,carcinoma (adenocarcinoma),carcinoma ,adenocarcinoma,primary,53.0,male,African_american,0.436628,0.129214,0.209025,0.518245,0.696646,0.175682,0.389826,0.472699,0.452322,0.578564,0.640493,0.562077
IA-LM,SRR8633606,lung,carcinoma (large_cell_carcinoma),carcinoma ,large_cell_carcinoma,metastasis,68.0,male,Asian,0.491996,0.157456,0.248452,0.565505,0.731735,0.24877,0.444093,0.522094,0.503416,0.687957,0.720835,0.711121
HPB-ALL,SRR8633607,haematopoietic_and_lymphoid_tissue,lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia),lymphoid_neoplasm ,acute_lymphoblastic_T_cell_leukaemia,primary,14.0,male,Asian,0.650273,0.309529,0.423891,0.703247,0.846931,0.449911,0.583734,0.655319,0.638232,0.867156,0.879512,0.894923
HPAF-II,SRR8633608,pancreas,carcinoma (ductal_carcinoma),carcinoma ,ductal_carcinoma,metastasis,44.0,male,Caucasian,0.441142,0.107605,0.192538,0.52029,0.707041,0.158647,0.391052,0.478973,0.455714,0.620258,0.701652,0.633786
OCI-AML3,SRR8633609,haematopoietic_and_lymphoid_tissue,"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)",haematopoietic_neoplasm ,"acute_myeloid_leukaemia, M4",primary,57.0,male,Caucasian,0.495433,0.137564,0.229711,0.560507,0.75467,0.193757,0.440363,0.520815,0.500282,0.721238,0.762989,0.755199
